"","GEOID","Tract","County","State","FDep","SDI","ReADI","SVI","NA_ADI","NSS7"
"80692","53053071211","Census Tract 712.11"," Pierce County"," Washington",71,60,52,91,34,60
"80693","53053071212","Census Tract 712.12"," Pierce County"," Washington",39,28,22,41,22,37
"80694","53053071304","Census Tract 713.04"," Pierce County"," Washington",55,55,42,55,36,43
"80695","53053071305","Census Tract 713.05"," Pierce County"," Washington",50,58,50,84,31,57
"80696","53053071306","Census Tract 713.06"," Pierce County"," Washington",60,17,28,28,27,32
"80697","53053071307","Census Tract 713.07"," Pierce County"," Washington",36,22,14,13,23,28
"80698","53053071309","Census Tract 713.09"," Pierce County"," Washington",34,25,28,23,27,19
"80699","53053071310","Census Tract 713.10"," Pierce County"," Washington",15,19,20,24,20,23
"80700","53053071403","Census Tract 714.03"," Pierce County"," Washington",63,43,49,63,37,47
"80701","53053071408","Census Tract 714.08"," Pierce County"," Washington",54,74,57,65,34,57
"80702","53053071409","Census Tract 714.09"," Pierce County"," Washington",69,73,60,73,44,78
"80703","53053071411","Census Tract 714.11"," Pierce County"," Washington",59,66,41,56,31,57
"80704","53053071412","Census Tract 714.12"," Pierce County"," Washington",41,34,23,41,25,35
"80705","53053071413","Census Tract 714.13"," Pierce County"," Washington",14,9,9,17,21,20
"80706","53053071414","Census Tract 714.14"," Pierce County"," Washington",51,18,28,16,30,14
"80707","53053071415","Census Tract 714.15"," Pierce County"," Washington",67,20,35,47,36,25
"80708","53053071416","Census Tract 714.16"," Pierce County"," Washington",79,66,81,87,47,86
"80709","53053071417","Census Tract 714.17"," Pierce County"," Washington",34,34,21,32,30,27
"80710","53053071503","Census Tract 715.03"," Pierce County"," Washington",59,73,58,90,38,72
"80711","53053071504","Census Tract 715.04"," Pierce County"," Washington",69,68,64,78,46,70
"80712","53053071505","Census Tract 715.05"," Pierce County"," Washington",44,32,39,61,34,32
"80713","53053071506","Census Tract 715.06"," Pierce County"," Washington",34,29,40,64,32,30
"80714","53053071601","Census Tract 716.01"," Pierce County"," Washington",79,83,69,96,46,77
"80715","53053071603","Census Tract 716.03"," Pierce County"," Washington",70,71,57,78,39,50
"80716","53053071604","Census Tract 716.04"," Pierce County"," Washington",64,78,65,82,38,68
"80717","53053071703","Census Tract 717.03"," Pierce County"," Washington",89,97,82,99,53,85
"80718","53053071704","Census Tract 717.04"," Pierce County"," Washington",84,92,84,97,75,86
"80719","53053071705","Census Tract 717.05"," Pierce County"," Washington",87,61,63,82,41,74
"80720","53053071706","Census Tract 717.06"," Pierce County"," Washington",83,87,78,97,47,84
"80721","53053071707","Census Tract 717.07"," Pierce County"," Washington",50,52,60,70,50,61
"80722","53053071803","Census Tract 718.03"," Pierce County"," Washington",58,63,49,72,34,55
"80723","53053071805","Census Tract 718.05"," Pierce County"," Washington",82,83,78,96,48,81
"80724","53053071806","Census Tract 718.06"," Pierce County"," Washington",90,93,85,96,31,92
"80725","53053071807","Census Tract 718.07"," Pierce County"," Washington",72,83,67,88,61,70
"80726","53053071808","Census Tract 718.08"," Pierce County"," Washington",91,95,88,99,30,89
"80727","53053071901","Census Tract 719.01"," Pierce County"," Washington",60,58,60,77,34,55
"80728","53053071902","Census Tract 719.02"," Pierce County"," Washington",28,42,28,45,23,33
"80729","53053072000","Census Tract 720"," Pierce County"," Washington",89,89,81,96,66,89
"80730","53053072105","Census Tract 721.05"," Pierce County"," Washington",22,47,22,41,25,20
"80731","53053072106","Census Tract 721.06"," Pierce County"," Washington",66,74,59,82,30,63
"80732","53053072107","Census Tract 721.07"," Pierce County"," Washington",20,10,19,12,26,11
"80733","53053072108","Census Tract 721.08"," Pierce County"," Washington",42,29,35,62,30,26
"80734","53053072109","Census Tract 721.09"," Pierce County"," Washington",23,31,26,19,17,23
"80735","53053072111","Census Tract 721.11"," Pierce County"," Washington",32,41,29,52,21,35
"80736","53053072112","Census Tract 721.12"," Pierce County"," Washington",36,25,28,40,28,22
"80737","53053072305","Census Tract 723.05"," Pierce County"," Washington",32,20,25,31,21,37
"80738","53053072307","Census Tract 723.07"," Pierce County"," Washington",36,46,36,56,24,35
"80739","53053072309","Census Tract 723.09"," Pierce County"," Washington",17,17,15,26,13,11
"80740","53053072310","Census Tract 723.10"," Pierce County"," Washington",31,44,35,60,25,43
"80741","53053072311","Census Tract 723.11"," Pierce County"," Washington",49,52,39,74,27,47
"80742","53053072312","Census Tract 723.12"," Pierce County"," Washington",25,41,34,60,25,37
"80743","53053072313","Census Tract 723.13"," Pierce County"," Washington",15,19,11,11,18,14
"80744","53053072314","Census Tract 723.14"," Pierce County"," Washington",20,70,35,72,19,45
"80745","53053072315","Census Tract 723.15"," Pierce County"," Washington",13,8,8,29,20,13
"80746","53053072405","Census Tract 724.05"," Pierce County"," Washington",8,6,6,5,7,4
"80747","53053072406","Census Tract 724.06"," Pierce County"," Washington",5,3,6,6,11,1
"80748","53053072407","Census Tract 724.07"," Pierce County"," Washington",23,21,20,39,15,8
"80749","53053072408","Census Tract 724.08"," Pierce County"," Washington",14,11,12,28,11,5
"80750","53053072409","Census Tract 724.09"," Pierce County"," Washington",12,7,11,6,10,3
"80751","53053072410","Census Tract 724.10"," Pierce County"," Washington",9,2,5,6,6,4
"80752","53053072503","Census Tract 725.03"," Pierce County"," Washington",37,18,33,25,29,25
"80753","53053072504","Census Tract 725.04"," Pierce County"," Washington",18,11,10,23,10,10
"80754","53053072506","Census Tract 725.06"," Pierce County"," Washington",18,8,9,12,12,17
"80755","53053072507","Census Tract 725.07"," Pierce County"," Washington",19,24,22,20,8,12
"80756","53053072508","Census Tract 725.08"," Pierce County"," Washington",22,14,15,21,24,13
"80757","53053072509","Census Tract 725.09"," Pierce County"," Washington",18,8,15,21,13,5
"80758","53053072601","Census Tract 726.01"," Pierce County"," Washington",32,12,25,22,28,15
"80759","53053072602","Census Tract 726.02"," Pierce County"," Washington",39,30,45,52,28,36
"80760","53053072603","Census Tract 726.03"," Pierce County"," Washington",25,37,39,50,30,24
"80761","53053072801","Census Tract 728.01"," Pierce County"," Washington",8,16,8,12,18,11
"80762","53053072802","Census Tract 728.02"," Pierce County"," Washington",35,33,20,31,30,24
"80763","53053072901","Census Tract 729.01"," Pierce County"," Washington",51,57,59,35,31,45
"80764","53053072903","Census Tract 729.03"," Pierce County"," Washington",50,56,35,32,28,44
"80765","53053072907","Census Tract 729.07"," Pierce County"," Washington",66,83,77,71,30,56
"80766","53053072908","Census Tract 729.08"," Pierce County"," Washington",47,57,66,44,29,43
"80767","53053072909","Census Tract 729.09"," Pierce County"," Washington",51,25,33,13,NA,4
"80768","53053073001","Census Tract 730.01"," Pierce County"," Washington",35,30,32,33,25,32
"80769","53053073005","Census Tract 730.05"," Pierce County"," Washington",60,36,40,37,20,35
"80770","53053073006","Census Tract 730.06"," Pierce County"," Washington",54,30,32,38,21,42
"80771","53053073110","Census Tract 731.10"," Pierce County"," Washington",16,4,17,8,24,7
"80772","53053073111","Census Tract 731.11"," Pierce County"," Washington",44,30,33,61,30,48
"80773","53053073114","Census Tract 731.14"," Pierce County"," Washington",51,50,51,69,34,56
"80774","53053073115","Census Tract 731.15"," Pierce County"," Washington",30,27,28,21,27,17
"80775","53053073116","Census Tract 731.16"," Pierce County"," Washington",39,22,25,51,24,30
"80776","53053073117","Census Tract 731.17"," Pierce County"," Washington",54,27,27,14,23,22
"80777","53053073118","Census Tract 731.18"," Pierce County"," Washington",43,20,26,40,21,29
"80778","53053073119","Census Tract 731.19"," Pierce County"," Washington",55,49,44,61,26,58
"80779","53053073120","Census Tract 731.20"," Pierce County"," Washington",35,39,32,39,25,43
"80780","53053073121","Census Tract 731.21"," Pierce County"," Washington",16,26,19,14,23,21
"80781","53053073122","Census Tract 731.22"," Pierce County"," Washington",29,47,21,46,23,50
"80782","53053073123","Census Tract 731.23"," Pierce County"," Washington",14,12,8,28,14,9
"80783","53053073124","Census Tract 731.24"," Pierce County"," Washington",46,43,32,67,29,54
"80784","53053073126","Census Tract 731.26"," Pierce County"," Washington",38,52,34,45,24,50
"80785","53053073127","Census Tract 731.27"," Pierce County"," Washington",60,67,55,81,32,72
"80786","53053073128","Census Tract 731.28"," Pierce County"," Washington",56,35,37,59,27,54
"80787","53053073129","Census Tract 731.29"," Pierce County"," Washington",23,39,21,44,25,42
"80788","53053073130","Census Tract 731.30"," Pierce County"," Washington",49,49,48,54,27,50
"80789","53053073131","Census Tract 731.31"," Pierce County"," Washington",23,61,28,58,26,44
"80790","53053073132","Census Tract 731.32"," Pierce County"," Washington",40,19,19,35,28,49
"80791","53053073133","Census Tract 731.33"," Pierce County"," Washington",41,35,29,39,27,35
"80792","53053073200","Census Tract 732"," Pierce County"," Washington",38,45,39,50,27,48
"80793","53053073301","Census Tract 733.01"," Pierce County"," Washington",57,61,48,88,28,60
"80794","53053073302","Census Tract 733.02"," Pierce County"," Washington",34,28,27,39,26,21
"80795","53053073404","Census Tract 734.04"," Pierce County"," Washington",48,56,43,64,27,50
"80796","53053073405","Census Tract 734.05"," Pierce County"," Washington",65,62,42,72,29,58
"80797","53053073406","Census Tract 734.06"," Pierce County"," Washington",59,33,32,48,23,54
"80798","53053073407","Census Tract 734.07"," Pierce County"," Washington",47,64,43,60,29,57
"80799","53053073408","Census Tract 734.08"," Pierce County"," Washington",37,44,37,50,28,39
"80800","53053073501","Census Tract 735.01"," Pierce County"," Washington",36,24,23,35,18,15
"80801","53053073502","Census Tract 735.02"," Pierce County"," Washington",20,18,19,18,12,21
"80802","53053940001","Census Tract 9400.01"," Pierce County"," Washington",13,24,12,9,8,21
"80803","53053940002","Census Tract 9400.02"," Pierce County"," Washington",59,76,50,83,28,60
"80804","53053940004","Census Tract 9400.04"," Pierce County"," Washington",43,34,33,53,24,29
"80805","53053940005","Census Tract 9400.05"," Pierce County"," Washington",41,30,29,46,24,41
"80806","53053940006","Census Tract 9400.06"," Pierce County"," Washington",89,98,90,91,35,94
"80807","53053940007","Census Tract 9400.07"," Pierce County"," Washington",81,70,74,83,42,70
"80808","53053940008","Census Tract 9400.08"," Pierce County"," Washington",28,40,26,47,18,30
"80809","53053940009","Census Tract 9400.09"," Pierce County"," Washington",12,19,19,24,14,16
"80810","53053940010","Census Tract 9400.10"," Pierce County"," Washington",44,35,32,56,38,32
"80811","53053940011","Census Tract 9400.11"," Pierce County"," Washington",8,10,8,13,11,2
"80812","53053940012","Census Tract 9400.12"," Pierce County"," Washington",50,61,41,57,27,39
"80813","53053940013","Census Tract 9400.13"," Pierce County"," Washington",28,14,16,15,22,17
"80814","53055960101","Census Tract 9601.01"," San Juan County"," Washington",56,61,52,69,17,52
"80815","53055960102","Census Tract 9601.02"," San Juan County"," Washington",39,25,37,43,13,27
"80816","53055960103","Census Tract 9601.03"," San Juan County"," Washington",46,42,47,41,15,33
"80817","53055960301","Census Tract 9603.01"," San Juan County"," Washington",30,28,30,19,9,13
"80818","53055960302","Census Tract 9603.02"," San Juan County"," Washington",25,15,22,20,12,9
"80819","53055960400","Census Tract 9604"," San Juan County"," Washington",45,61,52,71,21,50
"80820","53055960501","Census Tract 9605.01"," San Juan County"," Washington",36,56,48,35,16,36
"80821","53055960502","Census Tract 9605.02"," San Juan County"," Washington",29,40,41,36,19,29
"80822","53057940201","Census Tract 9402.01"," Skagit County"," Washington",21,16,21,31,13,15
"80823","53057940301","Census Tract 9403.01"," Skagit County"," Washington",22,21,21,27,11,18
"80824","53057940302","Census Tract 9403.02"," Skagit County"," Washington",16,13,19,15,12,9
"80825","53057940401","Census Tract 9404.01"," Skagit County"," Washington",27,13,19,17,16,10
"80826","53057940402","Census Tract 9404.02"," Skagit County"," Washington",38,43,33,32,23,35
"80827","53057940403","Census Tract 9404.03"," Skagit County"," Washington",22,14,20,11,14,11
"80828","53057940500","Census Tract 9405"," Skagit County"," Washington",68,78,71,81,28,72
"80829","53057940600","Census Tract 9406"," Skagit County"," Washington",64,72,66,72,24,62
"80830","53057940700","Census Tract 9407"," Skagit County"," Washington",40,27,33,14,17,28
"80831","53057940801","Census Tract 9408.01"," Skagit County"," Washington",29,10,26,8,26,13
"80832","53057940802","Census Tract 9408.02"," Skagit County"," Washington",56,75,59,79,37,71
"80833","53057950100","Census Tract 9501"," Skagit County"," Washington",56,48,43,26,17,51
"80834","53057950801","Census Tract 9508.01"," Skagit County"," Washington",32,15,30,30,12,10
"80835","53057950802","Census Tract 9508.02"," Skagit County"," Washington",35,16,22,6,19,22
"80836","53057950803","Census Tract 9508.03"," Skagit County"," Washington",39,22,18,17,18,30
"80837","53057950900","Census Tract 9509"," Skagit County"," Washington",51,58,46,56,24,37
"80838","53057951000","Census Tract 9510"," Skagit County"," Washington",62,47,52,41,31,46
"80839","53057951101","Census Tract 9511.01"," Skagit County"," Washington",74,69,65,46,40,63
"80840","53057951102","Census Tract 9511.02"," Skagit County"," Washington",70,65,58,74,43,78
"80841","53057951200","Census Tract 9512"," Skagit County"," Washington",28,5,22,19,17,10
"80842","53057951300","Census Tract 9513"," Skagit County"," Washington",57,63,54,42,22,47
"80843","53057951400","Census Tract 9514"," Skagit County"," Washington",63,45,50,70,42,43
"80844","53057951501","Census Tract 9515.01"," Skagit County"," Washington",82,74,80,76,50,70
"80845","53057951502","Census Tract 9515.02"," Skagit County"," Washington",47,62,46,55,32,56
"80846","53057951503","Census Tract 9515.03"," Skagit County"," Washington",65,50,46,65,33,40
"80847","53057951600","Census Tract 9516"," Skagit County"," Washington",62,55,42,60,24,49
"80848","53057951700","Census Tract 9517"," Skagit County"," Washington",57,66,54,80,37,57
"80849","53057951800","Census Tract 9518"," Skagit County"," Washington",74,78,63,94,34,68
"80850","53057951900","Census Tract 9519"," Skagit County"," Washington",21,11,16,26,19,6
"80851","53057952100","Census Tract 9521"," Skagit County"," Washington",39,42,42,59,24,25
"80852","53057952200","Census Tract 9522"," Skagit County"," Washington",90,91,84,99,55,84
"80853","53057952301","Census Tract 9523.01"," Skagit County"," Washington",84,95,88,100,66,88
"80854","53057952303","Census Tract 9523.03"," Skagit County"," Washington",72,60,49,77,33,54
"80855","53057952304","Census Tract 9523.04"," Skagit County"," Washington",20,14,21,20,25,13
"80856","53057952401","Census Tract 9524.01"," Skagit County"," Washington",40,78,56,70,34,68
"80857","53057952403","Census Tract 9524.03"," Skagit County"," Washington",47,46,42,58,27,41
"80858","53057952404","Census Tract 9524.04"," Skagit County"," Washington",83,85,79,80,54,87
"80859","53057952405","Census Tract 9524.05"," Skagit County"," Washington",56,57,65,88,32,65
"80860","53057952500","Census Tract 9525"," Skagit County"," Washington",58,79,61,79,41,63
"80861","53057952600","Census Tract 9526"," Skagit County"," Washington",55,48,37,68,25,51
"80862","53057952700","Census Tract 9527"," Skagit County"," Washington",14,12,22,11,15,7
"80863","53059950100","Census Tract 9501"," Skamania County"," Washington",39,11,49,5,NA,23
"80864","53059950200","Census Tract 9502"," Skamania County"," Washington",35,21,36,36,23,33
"80865","53059950300","Census Tract 9503"," Skamania County"," Washington",43,54,46,60,26,53
"80866","53059950400","Census Tract 9504"," Skamania County"," Washington",33,46,40,26,29,35
"80867","53059950500","Census Tract 9505"," Skamania County"," Washington",74,52,75,76,40,59
"80868","53061040100","Census Tract 401"," Snohomish County"," Washington",20,28,20,23,15,24
"80869","53061040200","Census Tract 402"," Snohomish County"," Washington",81,93,79,99,32,86
"80870","53061040300","Census Tract 403"," Snohomish County"," Washington",51,69,46,71,30,53
"80871","53061040400","Census Tract 404"," Snohomish County"," Washington",49,67,53,64,28,52
"80872","53061040500","Census Tract 405"," Snohomish County"," Washington",29,36,36,32,29,31
"80873","53061040700","Census Tract 407"," Snohomish County"," Washington",68,93,76,82,38,85
"80874","53061040800","Census Tract 408"," Snohomish County"," Washington",31,49,28,52,25,28
"80875","53061040900","Census Tract 409"," Snohomish County"," Washington",21,28,18,38,13,30
"80876","53061041000","Census Tract 410"," Snohomish County"," Washington",43,46,45,59,28,51
"80877","53061041100","Census Tract 411"," Snohomish County"," Washington",49,43,35,63,24,45
"80878","53061041201","Census Tract 412.01"," Snohomish County"," Washington",51,41,29,44,20,40
"80879","53061041202","Census Tract 412.02"," Snohomish County"," Washington",71,57,46,67,30,54
"80880","53061041301","Census Tract 413.01"," Snohomish County"," Washington",10,6,10,20,10,11
"80881","53061041303","Census Tract 413.03"," Snohomish County"," Washington",38,39,29,51,23,39
"80882","53061041304","Census Tract 413.04"," Snohomish County"," Washington",9,10,10,19,7,5
"80883","53061041400","Census Tract 414"," Snohomish County"," Washington",46,56,37,60,25,43
"80884","53061041500","Census Tract 415"," Snohomish County"," Washington",27,48,27,20,16,34
"80885","53061041601","Census Tract 416.01"," Snohomish County"," Washington",30,32,19,32,15,30
"80886","53061041605","Census Tract 416.05"," Snohomish County"," Washington",22,43,24,43,15,41
"80887","53061041606","Census Tract 416.06"," Snohomish County"," Washington",49,51,34,81,17,68
"80888","53061041607","Census Tract 416.07"," Snohomish County"," Washington",8,4,3,7,10,3
"80889","53061041609","Census Tract 416.09"," Snohomish County"," Washington",31,19,15,26,13,30
"80890","53061041610","Census Tract 416.10"," Snohomish County"," Washington",4,7,7,3,9,1
"80891","53061041701","Census Tract 417.01"," Snohomish County"," Washington",56,52,40,81,18,43
"80892","53061041703","Census Tract 417.03"," Snohomish County"," Washington",15,23,12,38,10,18
"80893","53061041704","Census Tract 417.04"," Snohomish County"," Washington",25,61,30,59,18,43
"80894","53061041805","Census Tract 418.05"," Snohomish County"," Washington",80,45,50,83,28,58
"80895","53061041808","Census Tract 418.08"," Snohomish County"," Washington",61,80,63,92,56,58
"80896","53061041809","Census Tract 418.09"," Snohomish County"," Washington",70,68,59,78,39,66
"80897","53061041810","Census Tract 418.10"," Snohomish County"," Washington",67,72,57,69,49,60
"80898","53061041812","Census Tract 418.12"," Snohomish County"," Washington",41,75,50,84,22,66
"80899","53061041813","Census Tract 418.13"," Snohomish County"," Washington",70,66,43,76,41,62
"80900","53061041814","Census Tract 418.14"," Snohomish County"," Washington",82,92,72,87,24,88
"80901","53061041815","Census Tract 418.15"," Snohomish County"," Washington",67,55,49,82,33,64
"80902","53061041816","Census Tract 418.16"," Snohomish County"," Washington",14,52,17,55,10,43
"80903","53061041901","Census Tract 419.01"," Snohomish County"," Washington",54,51,43,88,17,56
"80904","53061041904","Census Tract 419.04"," Snohomish County"," Washington",90,93,72,97,42,92
"80905","53061041905","Census Tract 419.05"," Snohomish County"," Washington",81,71,59,88,26,73
"80906","53061041906","Census Tract 419.06"," Snohomish County"," Washington",73,83,60,61,41,73
"80907","53061041907","Census Tract 419.07"," Snohomish County"," Washington",74,78,67,88,33,68
"80908","53061042001","Census Tract 420.01"," Snohomish County"," Washington",11,8,8,29,7,7
"80909","53061042003","Census Tract 420.03"," Snohomish County"," Washington",16,11,12,11,12,19
"80910","53061042004","Census Tract 420.04"," Snohomish County"," Washington",24,31,20,40,13,14
"80911","53061042005","Census Tract 420.05"," Snohomish County"," Washington",3,5,3,7,5,2
"80912","53061042006","Census Tract 420.06"," Snohomish County"," Washington",24,55,33,46,23,28
"80913","53061050101","Census Tract 501.01"," Snohomish County"," Washington",12,13,10,9,11,11
"80914","53061050102","Census Tract 501.02"," Snohomish County"," Washington",36,52,28,62,21,41
"80915","53061050200","Census Tract 502"," Snohomish County"," Washington",6,13,8,11,5,5
"80916","53061050300","Census Tract 503"," Snohomish County"," Washington",8,4,6,16,7,10
"80917","53061050402","Census Tract 504.02"," Snohomish County"," Washington",15,22,16,30,13,22
"80918","53061050403","Census Tract 504.03"," Snohomish County"," Washington",5,2,6,8,7,1
"80919","53061050404","Census Tract 504.04"," Snohomish County"," Washington",34,66,32,69,20,35
"80920","53061050501","Census Tract 505.01"," Snohomish County"," Washington",21,15,22,17,13,10
"80921","53061050502","Census Tract 505.02"," Snohomish County"," Washington",17,2,9,11,7,4
"80922","53061050600","Census Tract 506"," Snohomish County"," Washington",1,3,2,5,2,3
"80923","53061050700","Census Tract 507"," Snohomish County"," Washington",15,24,14,30,10,18
"80924","53061050800","Census Tract 508"," Snohomish County"," Washington",16,27,12,47,13,15
"80925","53061050900","Census Tract 509"," Snohomish County"," Washington",43,40,39,67,21,30
"80926","53061051000","Census Tract 510"," Snohomish County"," Washington",23,41,26,49,19,28
"80927","53061051100","Census Tract 511"," Snohomish County"," Washington",30,63,35,73,20,45
"80928","53061051200","Census Tract 512"," Snohomish County"," Washington",30,37,22,41,17,37
"80929","53061051301","Census Tract 513.01"," Snohomish County"," Washington",32,37,21,70,21,29
"80930","53061051302","Census Tract 513.02"," Snohomish County"," Washington",33,25,26,31,19,19
"80931","53061051401","Census Tract 514.01"," Snohomish County"," Washington",84,93,74,99,40,86
"80932","53061051402","Census Tract 514.02"," Snohomish County"," Washington",71,83,66,88,17,82
"80933","53061051500","Census Tract 515"," Snohomish County"," Washington",37,71,45,84,20,60
"80934","53061051601","Census Tract 516.01"," Snohomish County"," Washington",41,67,43,78,15,58
"80935","53061051602","Census Tract 516.02"," Snohomish County"," Washington",26,51,29,69,17,41
"80936","53061051701","Census Tract 517.01"," Snohomish County"," Washington",63,82,68,86,30,61
"80937","53061051702","Census Tract 517.02"," Snohomish County"," Washington",45,54,31,57,16,40
"80938","53061051802","Census Tract 518.02"," Snohomish County"," Washington",22,49,21,49,12,34
"80939","53061051803","Census Tract 518.03"," Snohomish County"," Washington",70,73,51,83,29,60
"80940","53061051804","Census Tract 518.04"," Snohomish County"," Washington",26,33,19,43,17,37
"80941","53061051912","Census Tract 519.12"," Snohomish County"," Washington",8,3,9,14,7,2
"80942","53061051913","Census Tract 519.13"," Snohomish County"," Washington",12,10,8,15,8,8
"80943","53061051914","Census Tract 519.14"," Snohomish County"," Washington",7,15,8,26,8,18
"80944","53061051916","Census Tract 519.16"," Snohomish County"," Washington",11,9,7,5,8,7
"80945","53061051917","Census Tract 519.17"," Snohomish County"," Washington",8,4,7,15,14,7
"80946","53061051918","Census Tract 519.18"," Snohomish County"," Washington",11,24,12,51,7,17
"80947","53061051921","Census Tract 519.21"," Snohomish County"," Washington",21,19,11,38,16,16
"80948","53061051922","Census Tract 519.22"," Snohomish County"," Washington",6,23,5,24,9,13
"80949","53061051926","Census Tract 519.26"," Snohomish County"," Washington",2,12,3,15,5,8
"80950","53061051927","Census Tract 519.27"," Snohomish County"," Washington",8,6,7,12,9,8
"80951","53061051928","Census Tract 519.28"," Snohomish County"," Washington",55,79,38,67,16,52
"80952","53061051929","Census Tract 519.29"," Snohomish County"," Washington",33,53,22,61,11,60
"80953","53061051930","Census Tract 519.30"," Snohomish County"," Washington",36,23,23,58,16,20
"80954","53061051931","Census Tract 519.31"," Snohomish County"," Washington",5,20,7,9,8,5
"80955","53061051932","Census Tract 519.32"," Snohomish County"," Washington",14,30,15,47,13,15
"80956","53061051933","Census Tract 519.33"," Snohomish County"," Washington",17,44,10,50,9,40
"80957","53061051934","Census Tract 519.34"," Snohomish County"," Washington",20,34,13,21,11,32
"80958","53061051935","Census Tract 519.35"," Snohomish County"," Washington",6,9,7,17,10,6
"80959","53061051936","Census Tract 519.36"," Snohomish County"," Washington",22,41,14,59,11,29
"80960","53061051937","Census Tract 519.37"," Snohomish County"," Washington",2,7,3,18,4,10
"80961","53061051938","Census Tract 519.38"," Snohomish County"," Washington",6,23,5,24,6,7
"80962","53061052004","Census Tract 520.04"," Snohomish County"," Washington",8,23,9,42,8,10
"80963","53061052005","Census Tract 520.05"," Snohomish County"," Washington",8,7,9,5,9,6
"80964","53061052006","Census Tract 520.06"," Snohomish County"," Washington",10,10,7,30,9,19
"80965","53061052007","Census Tract 520.07"," Snohomish County"," Washington",12,15,6,12,10,10
"80966","53061052008","Census Tract 520.08"," Snohomish County"," Washington",8,11,7,15,9,5
"80967","53061052009","Census Tract 520.09"," Snohomish County"," Washington",0,3,1,3,4,2
"80968","53061052010","Census Tract 520.10"," Snohomish County"," Washington",14,16,11,43,11,18
"80969","53061052104","Census Tract 521.04"," Snohomish County"," Washington",23,3,12,14,18,7
"80970","53061052105","Census Tract 521.05"," Snohomish County"," Washington",17,16,18,22,9,9
"80971","53061052107","Census Tract 521.07"," Snohomish County"," Washington",3,17,3,26,6,13
"80972","53061052108","Census Tract 521.08"," Snohomish County"," Washington",9,7,7,16,9,9
"80973","53061052112","Census Tract 521.12"," Snohomish County"," Washington",3,1,3,4,4,0
"80974","53061052113","Census Tract 521.13"," Snohomish County"," Washington",7,5,7,8,6,7
"80975","53061052114","Census Tract 521.14"," Snohomish County"," Washington",5,10,6,7,7,7
"80976","53061052119","Census Tract 521.19"," Snohomish County"," Washington",8,41,10,10,11,18
"80977","53061052120","Census Tract 521.20"," Snohomish County"," Washington",15,7,9,8,12,8
"80978","53061052121","Census Tract 521.21"," Snohomish County"," Washington",5,1,6,4,11,3
"80979","53061052122","Census Tract 521.22"," Snohomish County"," Washington",4,25,8,10,7,23
"80980","53061052203","Census Tract 522.03"," Snohomish County"," Washington",12,6,11,6,12,6
"80981","53061052204","Census Tract 522.04"," Snohomish County"," Washington",34,27,20,34,21,26
"80982","53061052206","Census Tract 522.06"," Snohomish County"," Washington",12,8,8,8,8,15
"80983","53061052207","Census Tract 522.07"," Snohomish County"," Washington",19,30,18,35,12,33
"80984","53061052208","Census Tract 522.08"," Snohomish County"," Washington",62,66,53,74,27,53
"80985","53061052210","Census Tract 522.10"," Snohomish County"," Washington",44,58,38,63,23,49
"80986","53061052211","Census Tract 522.11"," Snohomish County"," Washington",45,52,62,39,NA,74
"80987","53061052301","Census Tract 523.01"," Snohomish County"," Washington",30,15,17,16,12,19
"80988","53061052302","Census Tract 523.02"," Snohomish County"," Washington",11,25,15,14,8,13
"80989","53061052401","Census Tract 524.01"," Snohomish County"," Washington",45,51,43,60,20,43
"80990","53061052402","Census Tract 524.02"," Snohomish County"," Washington",60,53,52,73,25,57
"80991","53061052502","Census Tract 525.02"," Snohomish County"," Washington",19,10,13,23,14,11
"80992","53061052504","Census Tract 525.04"," Snohomish County"," Washington",29,19,17,20,16,19
"80993","53061052505","Census Tract 525.05"," Snohomish County"," Washington",23,14,7,15,19,21
"80994","53061052506","Census Tract 525.06"," Snohomish County"," Washington",49,26,24,45,25,42
"80995","53061052603","Census Tract 526.03"," Snohomish County"," Washington",24,23,15,29,14,19
"80996","53061052604","Census Tract 526.04"," Snohomish County"," Washington",39,37,33,61,18,39
"80997","53061052605","Census Tract 526.05"," Snohomish County"," Washington",24,33,20,12,17,27
"80998","53061052606","Census Tract 526.06"," Snohomish County"," Washington",23,18,19,13,15,17
"80999","53061052607","Census Tract 526.07"," Snohomish County"," Washington",19,21,12,13,14,16
"81000","53061052701","Census Tract 527.01"," Snohomish County"," Washington",23,27,25,35,14,34
"81001","53061052706","Census Tract 527.06"," Snohomish County"," Washington",26,15,15,21,19,23
"81002","53061052707","Census Tract 527.07"," Snohomish County"," Washington",28,14,8,8,17,13
"81003","53061052708","Census Tract 527.08"," Snohomish County"," Washington",26,29,20,32,17,14
"81004","53061052709","Census Tract 527.09"," Snohomish County"," Washington",35,23,23,30,17,36
"81005","53061052710","Census Tract 527.10"," Snohomish County"," Washington",31,18,31,22,20,17
"81006","53061052711","Census Tract 527.11"," Snohomish County"," Washington",29,23,24,20,17,25
"81007","53061052803","Census Tract 528.03"," Snohomish County"," Washington",24,23,25,29,26,19
"81008","53061052805","Census Tract 528.05"," Snohomish County"," Washington",34,33,33,68,25,25
"81009","53061052807","Census Tract 528.07"," Snohomish County"," Washington",30,25,30,40,25,29
"81010","53061052808","Census Tract 528.08"," Snohomish County"," Washington",25,7,19,10,24,5
"81011","53061052809","Census Tract 528.09"," Snohomish County"," Washington",58,31,30,28,25,38
"81012","53061052810","Census Tract 528.10"," Snohomish County"," Washington",33,10,22,14,24,17
